policy,traffic_scenario,load_name,episodes,accepted,blocking_rate,reward,energy,fragmentation,qot,policy_name
energy-aware-ksp-bm-ff,bursty,high,5,476.0,0.36533333333333334,0.5463760532765786,556.9581543341719,0.38036065572084565,0.2589072097879842,Energy-Aware-KSP-BM-FF
energy-aware-ksp-bm-ff,bursty,low,5,616.8,0.17759999999999995,0.7449424532252451,597.3879331578676,0.32017968386108164,0.2575420172765839,Energy-Aware-KSP-BM-FF
energy-aware-ksp-bm-ff,bursty,medium,5,552.2,0.2637333333333333,0.6538780799188315,579.8798896020027,0.35476738672995084,0.256190419604125,Energy-Aware-KSP-BM-FF
energy-aware-ksp-bm-ff,bursty,overload,5,409.0,0.45466666666666666,0.45068362662015354,531.1027549322982,0.3939426610614768,0.26472153655336594,Energy-Aware-KSP-BM-FF
energy-aware-ksp-bm-ff,hotspot,high,5,489.8,0.3469333333333333,0.5743321599491338,519.4938206426875,0.4194684602425137,0.26790989408578486,Energy-Aware-KSP-BM-FF
energy-aware-ksp-bm-ff,hotspot,low,5,623.8,0.16826666666666662,0.7650264532340765,553.448268141589,0.37188517837170665,0.26569789291020507,Energy-Aware-KSP-BM-FF
energy-aware-ksp-bm-ff,hotspot,medium,5,552.0,0.26399999999999996,0.6631546132641534,532.3005623785193,0.3998731710844319,0.2700993887545591,Energy-Aware-KSP-BM-FF
energy-aware-ksp-bm-ff,hotspot,overload,5,407.4,0.4568,0.4557248532989422,488.7705150021783,0.42355295429221834,0.2726164802551486,Energy-Aware-KSP-BM-FF
energy-aware-ksp-bm-ff,nonuniform,high,5,428.4,0.4288,0.4742542399492561,576.5191343912813,0.39472409436790634,0.2671284145959084,Energy-Aware-KSP-BM-FF
energy-aware-ksp-bm-ff,nonuniform,low,5,580.2,0.2264,0.6863101332221826,639.558336530143,0.3456665919978485,0.258365164376081,Energy-Aware-KSP-BM-FF
energy-aware-ksp-bm-ff,nonuniform,medium,5,506.4,0.3248,0.5840437332641284,605.4288581315607,0.3547712841273337,0.26223785375061504,Energy-Aware-KSP-BM-FF
energy-aware-ksp-bm-ff,nonuniform,overload,5,357.6,0.5232,0.37243109329353763,560.1201365932267,0.3913298924574939,0.2656907531057855,Energy-Aware-KSP-BM-FF
energy-aware-ksp-bm-ff,uniform,high,5,474.6,0.36719999999999997,0.5434239999463161,557.4001314909868,0.3970856895152185,0.2576501565498298,Energy-Aware-KSP-BM-FF
energy-aware-ksp-bm-ff,uniform,low,5,636.8,0.1509333333333333,0.774237013235559,599.8446481499016,0.3454990687412132,0.25388228615456876,Energy-Aware-KSP-BM-FF
energy-aware-ksp-bm-ff,uniform,medium,5,568.8,0.24159999999999998,0.6794319465950529,571.2770162758803,0.3803463766753256,0.2580067293549638,Energy-Aware-KSP-BM-FF
energy-aware-ksp-bm-ff,uniform,overload,5,417.6,0.4431999999999999,0.4638329599602321,527.3972422750019,0.40631493561882487,0.2693851892851481,Energy-Aware-KSP-BM-FF
gnn_cnn_a3c,bursty,high,5,483.0,0.356,0.5553027199454705,571.1692033347554,0.3118887213269713,0.2572313942048482,A3C Policy Distilled from Full DQN
gnn_cnn_a3c,bursty,low,5,623.6,0.16853333333333329,0.7535443732371528,613.6395031098557,0.23899266700025973,0.24965525504791639,A3C Policy Distilled from Full DQN
gnn_cnn_a3c,bursty,medium,5,558.2,0.2557333333333333,0.6626386132629017,588.1915739714656,0.28680390948398704,0.25275524181352454,A3C Policy Distilled from Full DQN
gnn_cnn_a3c,bursty,overload,5,407.6,0.45653333333333335,0.4481301332867146,536.7624332477033,0.332479826726373,0.2650402327479493,A3C Policy Distilled from Full DQN
gnn_cnn_a3c,hotspot,high,5,486.6,0.35119999999999996,0.5692497066277862,530.0014809256902,0.36040699406847887,0.26028907144930724,A3C Policy Distilled from Full DQN
gnn_cnn_a3c,hotspot,low,5,630.4,0.15946666666666665,0.7736782932609518,567.7737306213123,0.2938872409519808,0.26121870057323016,A3C Policy Distilled from Full DQN
gnn_cnn_a3c,hotspot,medium,5,564.0,0.24799999999999994,0.6802725866088271,543.7004199482817,0.3410352980953785,0.2641280294312982,A3C Policy Distilled from Full DQN
gnn_cnn_a3c,hotspot,overload,5,408.2,0.4557333333333333,0.4567545599678257,489.068076811822,0.359551072531315,0.2752084430682084,A3C Policy Distilled from Full DQN
gnn_cnn_a3c,nonuniform,high,5,425.2,0.43306666666666666,0.46966650661850967,585.4179343000447,0.3390410926560321,0.26124224847198246,A3C Policy Distilled from Full DQN
gnn_cnn_a3c,nonuniform,low,5,593.2,0.20906666666666665,0.7046765865751704,660.1023777896852,0.2713273055998079,0.2451689837029783,A3C Policy Distilled from Full DQN
gnn_cnn_a3c,nonuniform,medium,5,502.6,0.32986666666666664,0.5784851199365556,612.4474869408458,0.29909437015288287,0.26031289770737714,A3C Policy Distilled from Full DQN
gnn_cnn_a3c,nonuniform,overload,5,360.4,0.5194666666666666,0.37685199995751184,557.8091626792368,0.31840523719864894,0.2649000485357188,A3C Policy Distilled from Full DQN
gnn_cnn_a3c,uniform,high,5,472.0,0.3706666666666666,0.5395680532872876,563.0790407014852,0.3313432764180138,0.25858447948958824,A3C Policy Distilled from Full DQN
gnn_cnn_a3c,uniform,low,5,644.0,0.1413333333333333,0.7829039465789199,618.1275881764728,0.2658168178529661,0.24912511150633215,A3C Policy Distilled from Full DQN
gnn_cnn_a3c,uniform,medium,5,572.2,0.23706666666666662,0.6842062399397988,580.6068323354717,0.31863305893154104,0.2543422645738692,A3C Policy Distilled from Full DQN
gnn_cnn_a3c,uniform,overload,5,413.2,0.4490666666666666,0.4570518932923277,535.1007124448421,0.3517511326746082,0.26665107118976383,A3C Policy Distilled from Full DQN
gnn_cnn_dqn,bursty,high,5,481.0,0.35866666666666663,0.5527188266142706,564.6762841047051,0.32652621466881687,0.2639672150018838,GNN-CNN Full DQN Ranker
gnn_cnn_dqn,bursty,low,5,621.0,0.172,0.7496729599082868,613.0176233317702,0.23877797091365416,0.2566597464286901,GNN-CNN Full DQN Ranker
gnn_cnn_dqn,bursty,medium,5,554.4,0.2608,0.6565514132663508,589.7698038343559,0.2942407256779274,0.25705035282257827,GNN-CNN Full DQN Ranker
gnn_cnn_dqn,bursty,overload,5,412.8,0.44959999999999994,0.4560651732903917,532.9958257927025,0.33354202320703036,0.27022407202004406,GNN-CNN Full DQN Ranker
gnn_cnn_dqn,hotspot,high,5,481.4,0.3581333333333333,0.5614869332831403,526.5094470079708,0.3415514153640954,0.26701250894497164,GNN-CNN Full DQN Ranker
gnn_cnn_dqn,hotspot,low,5,633.6,0.15519999999999995,0.7771410132459203,572.1186292740069,0.2837075714281166,0.26648254370079855,GNN-CNN Full DQN Ranker
gnn_cnn_dqn,hotspot,medium,5,569.0,0.24133333333333332,0.6868676266064544,543.4851743334297,0.34129397880739665,0.27145226531195094,GNN-CNN Full DQN Ranker
gnn_cnn_dqn,hotspot,overload,5,415.2,0.4464,0.46664911995783437,492.18086849737966,0.3631536102839604,0.27460751338768424,GNN-CNN Full DQN Ranker
gnn_cnn_dqn,nonuniform,high,5,423.0,0.43599999999999994,0.4661706666154165,583.0916571425529,0.31875767833959084,0.26964392633521383,GNN-CNN Full DQN Ranker
gnn_cnn_dqn,nonuniform,low,5,595.4,0.20613333333333334,0.7072054932346244,659.5877790707775,0.26247912239284793,0.2521946268933749,GNN-CNN Full DQN Ranker
gnn_cnn_dqn,nonuniform,medium,5,506.8,0.3242666666666666,0.5841297065991362,615.9232691393091,0.30995009002369245,0.26295844217407616,GNN-CNN Full DQN Ranker
gnn_cnn_dqn,nonuniform,overload,5,367.2,0.5104,0.3862311999589304,565.3718843896669,0.3239544695023667,0.2648821684162383,GNN-CNN Full DQN Ranker
gnn_cnn_dqn,uniform,high,5,478.0,0.3626666666666666,0.5473710399464469,568.6359017382761,0.33008058130571893,0.26304845171346003,GNN-CNN Full DQN Ranker
gnn_cnn_dqn,uniform,low,5,640.6,0.14586666666666662,0.7777869332391918,617.020378090388,0.2668800828584475,0.25502444795354656,GNN-CNN Full DQN Ranker
gnn_cnn_dqn,uniform,medium,5,577.6,0.2298666666666666,0.6912916799347003,583.5600465195014,0.30826936814389516,0.2584039189553198,GNN-CNN Full DQN Ranker
gnn_cnn_dqn,uniform,overload,5,417.6,0.4431999999999999,0.46356954662712413,533.3113016389183,0.33110423323746907,0.268930678439249,GNN-CNN Full DQN Ranker
ksp-bm-ff,bursty,high,5,481.4,0.3581333333333333,0.5537295999397933,562.3073972152599,0.3803422784745326,0.25796889256309397,KSP-BM-FF
ksp-bm-ff,bursty,low,5,617.8,0.17626666666666663,0.746145013226519,600.3054518816313,0.32243802134599553,0.2556223932998346,KSP-BM-FF
ksp-bm-ff,bursty,medium,5,546.2,0.27173333333333327,0.645674239927421,580.4870240883622,0.36522855287266137,0.25504288628115723,KSP-BM-FF
ksp-bm-ff,bursty,overload,5,407.8,0.4562666666666666,0.44840058662370835,534.9275329130375,0.3962687727295564,0.26662996256411037,KSP-BM-FF
ksp-bm-ff,hotspot,high,5,484.6,0.35386666666666666,0.5669145066144765,518.1794003757766,0.4097736325350153,0.2668249440509783,KSP-BM-FF
ksp-bm-ff,hotspot,low,5,622.0,0.17066666666666663,0.7626311999061505,553.3956655765338,0.3643498486419059,0.2646147061450518,KSP-BM-FF
ksp-bm-ff,hotspot,medium,5,559.0,0.2546666666666666,0.6729610132672688,536.4047644561575,0.39691133735672157,0.27031083228644126,KSP-BM-FF
ksp-bm-ff,hotspot,overload,5,404.0,0.4613333333333333,0.4512243199600875,482.62409705892935,0.41890493062309186,0.2722701863635368,KSP-BM-FF
ksp-bm-ff,nonuniform,high,5,423.0,0.43599999999999994,0.46678501328562694,574.0788586234802,0.3976918425054766,0.26688327930154554,KSP-BM-FF
ksp-bm-ff,nonuniform,low,5,576.2,0.2317333333333333,0.6806147198976974,640.3957546297871,0.3398366720073643,0.257600755762709,KSP-BM-FF
ksp-bm-ff,nonuniform,medium,5,500.0,0.3333333333333333,0.574696533256938,603.7546148106348,0.36049962784070916,0.26578458207495165,KSP-BM-FF
ksp-bm-ff,nonuniform,overload,5,354.2,0.5277333333333333,0.367692053290834,559.022683706719,0.384356677244174,0.2651476497524456,KSP-BM-FF
ksp-bm-ff,uniform,high,5,475.4,0.3661333333333333,0.5445450666122038,556.889000745465,0.39704567317346284,0.2607127199513729,KSP-BM-FF
ksp-bm-ff,uniform,low,5,637.4,0.15013333333333329,0.7747156265754402,601.0037768069656,0.3433432060407381,0.2552730673073958,KSP-BM-FF
ksp-bm-ff,uniform,medium,5,570.4,0.23946666666666663,0.6815671999297936,572.9631240823649,0.37790541731865585,0.2589311089811529,KSP-BM-FF
ksp-bm-ff,uniform,overload,5,414.4,0.4474666666666667,0.45910421329441664,528.1218776099917,0.4007108541615893,0.26962522445260845,KSP-BM-FF
ksp-ff,bursty,high,5,481.4,0.3581333333333333,0.5537295999397933,562.3073972152599,0.3803422784745326,0.25796889256309397,KSP-FF
ksp-ff,bursty,low,5,617.8,0.17626666666666663,0.746145013226519,600.3054518816313,0.32243802134599553,0.2556223932998346,KSP-FF
ksp-ff,bursty,medium,5,546.2,0.27173333333333327,0.645674239927421,580.4870240883622,0.36522855287266137,0.25504288628115723,KSP-FF
ksp-ff,bursty,overload,5,407.8,0.4562666666666666,0.44840058662370835,534.9275329130375,0.3962687727295564,0.26662996256411037,KSP-FF
ksp-ff,hotspot,high,5,484.6,0.35386666666666666,0.5669145066144765,518.1794003757766,0.4097736325350153,0.2668249440509783,KSP-FF
ksp-ff,hotspot,low,5,622.0,0.17066666666666663,0.7626311999061505,553.3956655765338,0.3643498486419059,0.2646147061450518,KSP-FF
ksp-ff,hotspot,medium,5,559.0,0.2546666666666666,0.6729610132672688,536.4047644561575,0.39691133735672157,0.27031083228644126,KSP-FF
ksp-ff,hotspot,overload,5,404.0,0.4613333333333333,0.4512243199600875,482.62409705892935,0.41890493062309186,0.2722701863635368,KSP-FF
ksp-ff,nonuniform,high,5,423.0,0.43599999999999994,0.46678501328562694,574.0788586234802,0.3976918425054766,0.26688327930154554,KSP-FF
ksp-ff,nonuniform,low,5,576.2,0.2317333333333333,0.6806147198976974,640.3957546297871,0.3398366720073643,0.257600755762709,KSP-FF
ksp-ff,nonuniform,medium,5,500.0,0.3333333333333333,0.574696533256938,603.7546148106348,0.36049962784070916,0.26578458207495165,KSP-FF
ksp-ff,nonuniform,overload,5,354.2,0.5277333333333333,0.367692053290834,559.022683706719,0.384356677244174,0.2651476497524456,KSP-FF
ksp-ff,uniform,high,5,475.4,0.3661333333333333,0.5445450666122038,556.889000745465,0.39704567317346284,0.2607127199513729,KSP-FF
ksp-ff,uniform,low,5,637.4,0.15013333333333329,0.7747156265754402,601.0037768069656,0.3433432060407381,0.2552730673073958,KSP-FF
ksp-ff,uniform,medium,5,570.4,0.23946666666666663,0.6815671999297936,572.9631240823649,0.37790541731865585,0.2589311089811529,KSP-FF
ksp-ff,uniform,overload,5,414.4,0.4474666666666667,0.45910421329441664,528.1218776099917,0.4007108541615893,0.26962522445260845,KSP-FF
lightgbm_candidate_ranker_old10,bursty,high,5,483.2,0.35573333333333335,0.5558163199566801,563.6659793740153,0.3521201445116343,0.26472805587044795,LightGBM-override ranker
lightgbm_candidate_ranker_old10,bursty,low,5,622.4,0.1701333333333333,0.7510702932521899,612.6228061403509,0.24752594982126097,0.2601881094497608,LightGBM-override ranker
lightgbm_candidate_ranker_old10,bursty,medium,5,552.0,0.26399999999999996,0.6525915732792515,588.0262259438915,0.3091473203273359,0.26513678213009345,LightGBM-override ranker
lightgbm_candidate_ranker_old10,bursty,overload,5,410.4,0.4528,0.452185919965734,533.2726124118283,0.36508177915931195,0.2734841955421431,LightGBM-override ranker
lightgbm_candidate_ranker_old10,hotspot,high,5,491.4,0.34479999999999994,0.5753713599558373,529.2920032801612,0.37927418456884776,0.27113546707592645,LightGBM-override ranker
lightgbm_candidate_ranker_old10,hotspot,low,5,631.0,0.15866666666666665,0.7730199466052056,571.8337687382138,0.3017456608907968,0.26965576785996315,LightGBM-override ranker
lightgbm_candidate_ranker_old10,hotspot,medium,5,569.2,0.24106666666666662,0.6860756266111135,548.2585362679515,0.34059965004511134,0.27447921878038467,LightGBM-override ranker
lightgbm_candidate_ranker_old10,hotspot,overload,5,408.6,0.45519999999999994,0.4570850133034289,487.8079572856923,0.3733611139011607,0.28287218918360896,LightGBM-override ranker
lightgbm_candidate_ranker_old10,nonuniform,high,5,427.6,0.4298666666666667,0.4727403732932706,583.124633451994,0.35414529246287174,0.2690627499153042,LightGBM-override ranker
lightgbm_candidate_ranker_old10,nonuniform,low,5,591.8,0.21093333333333328,0.7016222932501037,658.2255286215848,0.2810898268976062,0.2565210076277239,LightGBM-override ranker
lightgbm_candidate_ranker_old10,nonuniform,medium,5,517.2,0.31039999999999995,0.5986278399450283,615.6157838589667,0.32415576741881963,0.26721234364456725,LightGBM-override ranker
lightgbm_candidate_ranker_old10,nonuniform,overload,5,359.2,0.5210666666666667,0.37487882663228117,558.8758468852654,0.3432776609328534,0.2687825254655062,LightGBM-override ranker
lightgbm_candidate_ranker_old10,uniform,high,5,481.4,0.3581333333333333,0.5523991999592086,564.0100102479535,0.3466427553333764,0.26673403416775665,LightGBM-override ranker
lightgbm_candidate_ranker_old10,uniform,low,5,644.0,0.14133333333333328,0.782008746590366,617.6516367347127,0.2694390614248966,0.2615215658205008,LightGBM-override ranker
lightgbm_candidate_ranker_old10,uniform,medium,5,568.8,0.24159999999999998,0.6780363732792933,580.3731499842095,0.32155066795085324,0.26772272644220674,LightGBM-override ranker
lightgbm_candidate_ranker_old10,uniform,overload,5,421.4,0.4381333333333333,0.4685524266289572,536.1794658501824,0.3694853570844484,0.2730203158106258,LightGBM-override ranker
top32_xlron_stabilized_ppo,bursty,high,5,476.8,0.3642666666666666,0.5469616532859106,562.7124995949868,0.32954652480796987,0.2633771828410025,XLRON Counterfactual Ranker
top32_xlron_stabilized_ppo,bursty,low,5,621.0,0.172,0.7494181865715683,612.6086756831414,0.241885042319316,0.25825528806214015,XLRON Counterfactual Ranker
top32_xlron_stabilized_ppo,bursty,medium,5,562.6,0.24986666666666663,0.668661546595484,589.3878849391473,0.3017622774253387,0.2574270433196776,XLRON Counterfactual Ranker
top32_xlron_stabilized_ppo,bursty,overload,5,403.8,0.46159999999999995,0.44288575995853546,531.1349809948291,0.33208878911753736,0.27013680256805894,XLRON Counterfactual Ranker
top32_xlron_stabilized_ppo,hotspot,high,5,485.2,0.35306666666666664,0.5668917866208851,525.6933191604296,0.344202438746335,0.27107014333020774,XLRON Counterfactual Ranker
top32_xlron_stabilized_ppo,hotspot,low,5,631.0,0.15866666666666665,0.7737493865864079,568.7012003499634,0.3000303175498195,0.26850913189325915,XLRON Counterfactual Ranker
top32_xlron_stabilized_ppo,hotspot,medium,5,565.4,0.24613333333333332,0.6820748799398044,541.4884803598977,0.3356004837409356,0.27055467694936813,XLRON Counterfactual Ranker
top32_xlron_stabilized_ppo,hotspot,overload,5,415.4,0.4461333333333333,0.46687519996080795,491.5558785415598,0.35618319332897636,0.27690801700043854,XLRON Counterfactual Ranker
top32_xlron_stabilized_ppo,nonuniform,high,5,434.0,0.4213333333333333,0.481935733280609,585.4854973454919,0.3390333066731394,0.26889098474903894,XLRON Counterfactual Ranker
top32_xlron_stabilized_ppo,nonuniform,low,5,589.2,0.21439999999999998,0.698605333235701,655.5453840927646,0.27332468509984714,0.2533103335320037,XLRON Counterfactual Ranker
top32_xlron_stabilized_ppo,nonuniform,medium,5,510.8,0.3189333333333333,0.5899542932660282,617.1447609661252,0.31512942896987967,0.26357903203040955,XLRON Counterfactual Ranker
top32_xlron_stabilized_ppo,nonuniform,overload,5,362.4,0.5167999999999999,0.3797540799632668,558.593858190224,0.3356051530416248,0.2676105383695028,XLRON Counterfactual Ranker
top32_xlron_stabilized_ppo,uniform,high,5,474.4,0.3674666666666666,0.5424240532805423,564.8410618819404,0.33437913377903095,0.2648587366892987,XLRON Counterfactual Ranker
top32_xlron_stabilized_ppo,uniform,low,5,646.4,0.1381333333333333,0.7857231999094189,618.8310860286125,0.2593824115210889,0.2568342437078872,XLRON Counterfactual Ranker
top32_xlron_stabilized_ppo,uniform,medium,5,573.4,0.23546666666666657,0.6853685865942934,580.9748182634831,0.3095574578484218,0.2613250820093066,XLRON Counterfactual Ranker
top32_xlron_stabilized_ppo,uniform,overload,5,414.6,0.44719999999999993,0.45906661329002174,532.4678825052226,0.3351101904513948,0.2703171332307819,XLRON Counterfactual Ranker
torch_dqn_candidate_ranker_distill_old10,bursty,high,5,473.8,0.36826666666666663,0.5422620266118645,565.2134251527292,0.31422379942905204,0.2645704632932998,Calibrated DQN-Override ranker
torch_dqn_candidate_ranker_distill_old10,bursty,low,5,623.0,0.16933333333333328,0.7526075199215908,610.7739425988377,0.23783952703749392,0.25705198241966626,Calibrated DQN-Override ranker
torch_dqn_candidate_ranker_distill_old10,bursty,medium,5,561.2,0.2517333333333333,0.6670855999423663,589.4399634348235,0.29803433742319535,0.25562805918779075,Calibrated DQN-Override ranker
torch_dqn_candidate_ranker_distill_old10,bursty,overload,5,410.4,0.45280000000000004,0.4518893866286874,536.1050437316219,0.32222153713584956,0.2734164664470706,Calibrated DQN-Override ranker
torch_dqn_candidate_ranker_distill_old10,hotspot,high,5,492.4,0.3434666666666667,0.5774607999619346,529.9148679814301,0.34407406110426353,0.2693013197564628,Calibrated DQN-Override ranker
torch_dqn_candidate_ranker_distill_old10,hotspot,low,5,638.0,0.14933333333333332,0.7843092265874148,568.5824951494394,0.27854349004041773,0.2658497380565391,Calibrated DQN-Override ranker
torch_dqn_candidate_ranker_distill_old10,hotspot,medium,5,569.6,0.24053333333333332,0.6879806399418712,542.5945818563464,0.3245656281716174,0.2702598095708153,Calibrated DQN-Override ranker
torch_dqn_candidate_ranker_distill_old10,hotspot,overload,5,409.8,0.45359999999999995,0.4586833599627912,488.92061846084425,0.3551106526864577,0.28255750086321485,Calibrated DQN-Override ranker
torch_dqn_candidate_ranker_distill_old10,nonuniform,high,5,433.6,0.42186666666666667,0.4812697066246569,587.5084781738524,0.3434975810825878,0.2707555312413828,Calibrated DQN-Override ranker
torch_dqn_candidate_ranker_distill_old10,nonuniform,low,5,596.6,0.2045333333333333,0.7092933332613607,657.68163373729,0.26773541682827917,0.2535990470442616,Calibrated DQN-Override ranker
torch_dqn_candidate_ranker_distill_old10,nonuniform,medium,5,519.6,0.3072,0.6028041599416236,613.6692596036571,0.30188359553056754,0.26612660093475415,Calibrated DQN-Override ranker
torch_dqn_candidate_ranker_distill_old10,nonuniform,overload,5,351.8,0.5309333333333333,0.3640095466296971,559.9141396089344,0.30955574297916977,0.26815552123840625,Calibrated DQN-Override ranker
torch_dqn_candidate_ranker_distill_old10,uniform,high,5,476.6,0.3645333333333333,0.5462914666200478,561.7290778025078,0.33798857693483414,0.2640113488790622,Calibrated DQN-Override ranker
torch_dqn_candidate_ranker_distill_old10,uniform,low,5,642.4,0.1434666666666666,0.7801750399219692,616.9956776491712,0.2560953262481839,0.2580705593369433,Calibrated DQN-Override ranker
torch_dqn_candidate_ranker_distill_old10,uniform,medium,5,573.2,0.2357333333333333,0.6854674132758081,581.5015569268965,0.3126305056704644,0.26136784975857474,Calibrated DQN-Override ranker
torch_dqn_candidate_ranker_distill_old10,uniform,overload,5,417.2,0.4437333333333333,0.4627254399612446,537.2641860749434,0.342287333503985,0.27236378828167973,Calibrated DQN-Override ranker
